#TLB experiment
#	page size = 64 bytes
#	max number of pages = 4096
#	total number of references = 10 Mi
#pages	 proc	 sum
2016	 0.00763	 10485216
2018	 0.00757	 10485528
2020	 0.00766	 10483800
2022	 0.00767	 10484070
2024	 0.00763	 10484320
2026	 0.00768	 10484550
2028	 0.00768	 10484760
2030	 0.00765	 10484950
2032	 0.00760	 10485120
2034	 0.00751	 10485270
2036	 0.00768	 10485400
2038	 0.00751	 10485510
2040	 0.00755	 10485600
2042	 0.00760	 10485670
2044	 0.00740	 10485720
2046	 0.00747	 10485750
2048	 0.00745	 10485760
2050	 0.00756	 10485750
2052	 0.00758	 10485720
2054	 0.00761	 10485670
2056	 0.00756	 10485600
2058	 0.00760	 10485510
2060	 0.00747	 10485400
2062	 0.00742	 10485270
2064	 0.00771	 10485120
2066	 0.00769	 10484950
2068	 0.00859	 10484760
2070	 0.00898	 10484550
2072	 0.00775	 10484320
2074	 0.00783	 10484070
2076	 0.00774	 10483800
2078	 0.00783	 10485588
2080	 0.00775	 10485280
2082	 0.00777	 10484952
2084	 0.00781	 10484604
2086	 0.00778	 10484236
2088	 0.00782	 10483848
2090	 0.00766	 10485530
2092	 0.00783	 10485104
2094	 0.00788	 10484658
2096	 0.00787	 10484192
2098	 0.00778	 10483706
2100	 0.00786	 10485300
2102	 0.00760	 10484776
2104	 0.00785	 10484232
2106	 0.00791	 10483668
2108	 0.00795	 10485192
2110	 0.00756	 10484590
2112	 0.00785	 10483968
2114	 0.00767	 10485440
2116	 0.00776	 10484780
2118	 0.00770	 10484100
2120	 0.00780	 10485520
2122	 0.00759	 10484802
2124	 0.00763	 10484064
2126	 0.00774	 10485432
2128	 0.00758	 10484656
2130	 0.00766	 10483860
2132	 0.00773	 10485176
2134	 0.00767	 10484342
2136	 0.00757	 10485624
2138	 0.00763	 10484752
2140	 0.00769	 10483860
2142	 0.00756	 10485090
2144	 0.00773	 10484160
2146	 0.00764	 10485356
2148	 0.00775	 10484388
2150	 0.00769	 10485550
2152	 0.00794	 10484544
2154	 0.00775	 10485672
2156	 0.00780	 10484628
2158	 0.00750	 10485722
2160	 0.00781	 10484640
2162	 0.00788	 10485700
2164	 0.00766	 10484580
2166	 0.00761	 10485606
2168	 0.00779	 10484448
2170	 0.00768	 10485440
2172	 0.00759	 10484244
2174	 0.00768	 10485202
2176	 0.00765	 10483968
2178	 0.00758	 10484892
2180	 0.00747	 10483620
2182	 0.00759	 10484510
2184	 0.00760	 10485384
2186	 0.00758	 10484056
2188	 0.00767	 10484896
2190	 0.00777	 10485720
2192	 0.00747	 10484336
2194	 0.00766	 10485126
2196	 0.00758	 10483704
2198	 0.00804	 10484460
2200	 0.00768	 10485200
2202	 0.00765	 10483722
2204	 0.00767	 10484428
2206	 0.00765	 10485118
2208	 0.00761	 10483584
2210	 0.00760	 10484240
2212	 0.00756	 10484880
2214	 0.00766	 10485504
2216	 0.00781	 10483896
2218	 0.00763	 10484486
2220	 0.00763	 10485060
2222	 0.00774	 10485618
2224	 0.00764	 10483936
2226	 0.00757	 10484460
2228	 0.00761	 10484968
2230	 0.00765	 10485460
2232	 0.00757	 10483704
2234	 0.00742	 10484162
2236	 0.00755	 10484604
2238	 0.00753	 10485030
2240	 0.00753	 10485440
2242	 0.00759	 10483592
2244	 0.00759	 10483968
2246	 0.00763	 10484328
2248	 0.00760	 10484672
2250	 0.00757	 10485000
2252	 0.00768	 10485312
2254	 0.00758	 10485608
2256	 0.00770	 10483632
2258	 0.00773	 10483894
2260	 0.00769	 10484140
2262	 0.00749	 10484370
2264	 0.00780	 10484584
2266	 0.00750	 10484782
2268	 0.00770	 10484964
2270	 0.00744	 10485130
2272	 0.00747	 10485280
2274	 0.00751	 10485414
2276	 0.00738	 10485532
2278	 0.00750	 10485634
2280	 0.00751	 10485720
2282	 0.00762	 10483508
2284	 0.00751	 10483560
2286	 0.00760	 10483596
2288	 0.00744	 10483616
2290	 0.00769	 10483620
2292	 0.00762	 10483608
2294	 0.00752	 10483580
2296	 0.00751	 10483536
2298	 0.00747	 10483476
2300	 0.00770	 10485700
2302	 0.00752	 10485610
2304	 0.00752	 10485504
2306	 0.00756	 10485382
2308	 0.00745	 10485244
2310	 0.00754	 10485090
2312	 0.00762	 10484920
2314	 0.00753	 10484734
2316	 0.00736	 10484532
2318	 0.00756	 10484314
2320	 0.00812	 10484080
2322	 0.00967	 10483830
2324	 0.00994	 10483564
2326	 0.00987	 10485608
2328	 0.00881	 10485312
2330	 0.00864	 10485000
2332	 0.00778	 10484672
2334	 0.00739	 10484328
2336	 0.00777	 10483968
2338	 0.00769	 10483592
2340	 0.00764	 10485540
2342	 0.00726	 10485134
2344	 0.00756	 10484712
2346	 0.00747	 10484274
2348	 0.00740	 10483820
2350	 0.00747	 10485700
2352	 0.00750	 10485216
2354	 0.00747	 10484716
2356	 0.00745	 10484200
2358	 0.00738	 10483668
2360	 0.00748	 10485480
2362	 0.00730	 10484918
2364	 0.00743	 10484340
2366	 0.00740	 10483746
2368	 0.00731	 10485504
2370	 0.00741	 10484880
2372	 0.00732	 10484240
2374	 0.00726	 10483584
2376	 0.00740	 10485288
2378	 0.00740	 10484602
2380	 0.00737	 10483900
2382	 0.00732	 10485564
2384	 0.00759	 10484832
2386	 0.00742	 10484084
2388	 0.00736	 10485708
2390	 0.00743	 10484930
2392	 0.00739	 10484136
2394	 0.00759	 10485720
2396	 0.00743	 10484896
2398	 0.00735	 10484056
2400	 0.00729	 10485600
2402	 0.00727	 10484730
2404	 0.00741	 10483844
2406	 0.00731	 10485348
2408	 0.00733	 10484432
2410	 0.00736	 10483500
2412	 0.00739	 10484964
2414	 0.00724	 10484002
2416	 0.00732	 10485440
2418	 0.00757	 10484448
2420	 0.00737	 10483440
2422	 0.00759	 10484838
2424	 0.00747	 10483800
2426	 0.00773	 10485172
2428	 0.00728	 10484104
2430	 0.00727	 10485450
2432	 0.00724	 10484352
2434	 0.00743	 10485672
2436	 0.00718	 10484544
2438	 0.00737	 10483400
2440	 0.00736	 10484680
2442	 0.00726	 10483506
2444	 0.00749	 10484760
2446	 0.00730	 10483556
2448	 0.00752	 10484784
2450	 0.00732	 10483550
2452	 0.00748	 10484752
2454	 0.00749	 10483488
2456	 0.00734	 10484664
2458	 0.00735	 10483370
2460	 0.00769	 10484520
2462	 0.00754	 10485658
2464	 0.00754	 10484320
2466	 0.00743	 10485432
2468	 0.00736	 10484064
2470	 0.00750	 10485150
2472	 0.00741	 10483752
2474	 0.00732	 10484812
2476	 0.00745	 10483384
2478	 0.00749	 10484418
2480	 0.00739	 10485440
2482	 0.00730	 10483968
2484	 0.00731	 10484964
2486	 0.00717	 10483462
2488	 0.00732	 10484432
2490	 0.00726	 10485390
2492	 0.00757	 10483844
2494	 0.00731	 10484776
2496	 0.00724	 10485696
2498	 0.00724	 10484106
2500	 0.00732	 10485000
2502	 0.00732	 10483380
2504	 0.00749	 10484248
2506	 0.00727	 10485104
2508	 0.00718	 10483440
2510	 0.00722	 10484270
2512	 0.00726	 10485088
2514	 0.00714	 10483380
2516	 0.00746	 10484172
2518	 0.00720	 10484952
2520	 0.00715	 10485720
2522	 0.00730	 10483954
2524	 0.00715	 10484696
2526	 0.00803	 10485426
2528	 0.00733	 10483616
2530	 0.00747	 10484320
2532	 0.00735	 10485012
2534	 0.00748	 10485692
2536	 0.00751	 10483824
2538	 0.00748	 10484478
2540	 0.00736	 10485120
2542	 0.00742	 10485750
2544	 0.00729	 10483824
2546	 0.00739	 10484428
2548	 0.00742	 10485020
2550	 0.00718	 10485600
2552	 0.00729	 10483616
2554	 0.00725	 10484170
2556	 0.00736	 10484712
2558	 0.00709	 10485242
2560	 0.00744	 10485760
2562	 0.00755	 10483704
2564	 0.00724	 10484196
2566	 0.00732	 10484676
2568	 0.00727	 10485144
2570	 0.00730	 10485600
2572	 0.00719	 10483472
2574	 0.00740	 10483902
2576	 0.00734	 10484320
2578	 0.00793	 10484726
2580	 0.00749	 10485120
2582	 0.00726	 10485502
2584	 0.00751	 10483288
2586	 0.00719	 10483644
2588	 0.00750	 10483988
2590	 0.00733	 10484320
2592	 0.00728	 10484640
2594	 0.00726	 10484948
2596	 0.00731	 10485244
2598	 0.00704	 10485528
2600	 0.00746	 10483200
2602	 0.00972	 10483458
2604	 0.00747	 10483704
2606	 0.00754	 10483938
2608	 0.00730	 10484160
2610	 0.00723	 10484370
2612	 0.00731	 10484568
2614	 0.00732	 10484754
2616	 0.00723	 10484928
2618	 0.00713	 10485090
2620	 0.00728	 10485240
2622	 0.00731	 10485378
2624	 0.00718	 10485504
2626	 0.00728	 10485618
2628	 0.00715	 10485720
2630	 0.00712	 10483180
2632	 0.00724	 10483256
2634	 0.00731	 10483320
2636	 0.00734	 10483372
2638	 0.00736	 10483412
2640	 0.00734	 10483440
2642	 0.00729	 10483456
2644	 0.00736	 10483460
2646	 0.00746	 10483452
2648	 0.00726	 10483432
2650	 0.00729	 10483400
2652	 0.00734	 10483356
2654	 0.00720	 10483300
2656	 0.00730	 10483232
2658	 0.00737	 10483152
2660	 0.00747	 10485720
2662	 0.00748	 10485618
2664	 0.00771	 10485504
2666	 0.00779	 10485378
2668	 0.00755	 10485240
2670	 0.00745	 10485090
2672	 0.00749	 10484928
2674	 0.00756	 10484754
2676	 0.00748	 10484568
2678	 0.00764	 10484370
2680	 0.00754	 10484160
2682	 0.00746	 10483938
2684	 0.00747	 10483704
2686	 0.00751	 10483458
2688	 0.00749	 10483200
2690	 0.00761	 10485620
2692	 0.00753	 10485340
2694	 0.00764	 10485048
2696	 0.00764	 10484744
2698	 0.00754	 10484428
2700	 0.00775	 10484100
2702	 0.00731	 10483760
2704	 0.00755	 10483408
2706	 0.00741	 10485750
2708	 0.00771	 10485376
2710	 0.00758	 10484990
2712	 0.00762	 10484592
2714	 0.00773	 10484182
2716	 0.00732	 10483760
2718	 0.00754	 10483326
2720	 0.00756	 10485600
2722	 0.00756	 10485144
2724	 0.00743	 10484676
2726	 0.00755	 10484196
2728	 0.00813	 10483704
2730	 0.00853	 10483200
2732	 0.00733	 10485416
2734	 0.00796	 10484890
2736	 0.00751	 10484352
2738	 0.00787	 10483802
2740	 0.00770	 10483240
2742	 0.00764	 10485408
2744	 0.00749	 10484824
2746	 0.00765	 10484228
2748	 0.00770	 10483620
2750	 0.00776	 10485750
2752	 0.00763	 10485120
2754	 0.00767	 10484478
2756	 0.00748	 10483824
2758	 0.00752	 10483158
2760	 0.00749	 10485240
2762	 0.00758	 10484552
2764	 0.00757	 10483852
2766	 0.00755	 10483140
2768	 0.00754	 10485184
2770	 0.00759	 10484450
2772	 0.00757	 10483704
2774	 0.00767	 10485720
2776	 0.00758	 10484952
2778	 0.00761	 10484172
2780	 0.00760	 10483380
2782	 0.00840	 10485358
2784	 0.00762	 10484544
2786	 0.00760	 10483718
2788	 0.00748	 10485668
2790	 0.00756	 10484820
2792	 0.00770	 10483960
2794	 0.00763	 10483088
2796	 0.00764	 10485000
2798	 0.00747	 10484106
2800	 0.00752	 10483200
2802	 0.00761	 10485084
2804	 0.00751	 10484156
2806	 0.00762	 10483216
2808	 0.00749	 10485072
2810	 0.00749	 10484110
2812	 0.00757	 10483136
2814	 0.00746	 10484964
2816	 0.00749	 10483968
2818	 0.00756	 10482960
2820	 0.00755	 10484760
2822	 0.00751	 10483730
2824	 0.00753	 10485512
2826	 0.00756	 10484460
2828	 0.00746	 10483396
2830	 0.00753	 10485150
2832	 0.00748	 10484064
2834	 0.00758	 10482966
2836	 0.00779	 10484692
2838	 0.00747	 10483572
2840	 0.00749	 10485280
2842	 0.00732	 10484138
2844	 0.00760	 10482984
2846	 0.00759	 10484664
2848	 0.00752	 10483488
2850	 0.00747	 10485150
2852	 0.00759	 10483952
2854	 0.00768	 10485596
2856	 0.00774	 10484376
2858	 0.00748	 10483144
2860	 0.00747	 10484760
2862	 0.00748	 10483506
2864	 0.00762	 10485104
2866	 0.00764	 10483828
2868	 0.00746	 10485408
2870	 0.01012	 10484110
2872	 0.00755	 10485672
2874	 0.00758	 10484352
2876	 0.00761	 10483020
2878	 0.00832	 10484554
2880	 0.00754	 10483200
2882	 0.00746	 10484716
2884	 0.00742	 10483340
2886	 0.00750	 10484838
2888	 0.00746	 10483440
2890	 0.00753	 10484920
2892	 0.00737	 10483500
2894	 0.00740	 10484962
2896	 0.00792	 10483520
2898	 0.00733	 10484964
2900	 0.00767	 10483500
2902	 0.00745	 10484926
2904	 0.00765	 10483440
2906	 0.00729	 10484848
2908	 0.00754	 10483340
2910	 0.00738	 10484730
2912	 0.00740	 10483200
2914	 0.00745	 10484572
2916	 0.00740	 10483020
2918	 0.00743	 10484374
2920	 0.00744	 10485720
2922	 0.00755	 10484136
2924	 0.00748	 10485464
2926	 0.00744	 10483858
2928	 0.00736	 10485168
2930	 0.00744	 10483540
2932	 0.00734	 10484832
2934	 0.00732	 10483182
2936	 0.00735	 10484456
2938	 0.00743	 10485722
2940	 0.00777	 10484040
2942	 0.00743	 10485288
2944	 0.00744	 10483584
2946	 0.00733	 10484814
2948	 0.00730	 10483088
2950	 0.00740	 10484300
2952	 0.00736	 10485504
2954	 0.00744	 10483746
2956	 0.00738	 10484932
2958	 0.00739	 10483152
2960	 0.00730	 10484320
2962	 0.00731	 10485480
2964	 0.00724	 10483668
2966	 0.00728	 10484810
2968	 0.00736	 10482976
2970	 0.00731	 10484100
2972	 0.00735	 10485216
2974	 0.00745	 10483350
2976	 0.00737	 10484448
2978	 0.00730	 10485538
2980	 0.00729	 10483640
2982	 0.00740	 10484712
2984	 0.00736	 10482792
2986	 0.00734	 10483846
2988	 0.00734	 10484892
2990	 0.00730	 10482940
2992	 0.00765	 10483968
2994	 0.00780	 10484988
2996	 0.00726	 10483004
2998	 0.00732	 10484006
3000	 0.00728	 10485000
3002	 0.00734	 10482984
3004	 0.00724	 10483960
3006	 0.00722	 10484928
3008	 0.00731	 10482880
3010	 0.00735	 10483830
3012	 0.00741	 10484772
3014	 0.00721	 10485706
3016	 0.00722	 10483616
3018	 0.00716	 10484532
3020	 0.00726	 10485440
3022	 0.00728	 10483318
3024	 0.00723	 10484208
3026	 0.00759	 10485090
3028	 0.00739	 10482936
3030	 0.00741	 10483800
3032	 0.00717	 10484656
3034	 0.00720	 10485504
3036	 0.00715	 10483308
3038	 0.00723	 10484138
3040	 0.00726	 10484960
3042	 0.00731	 10482732
3044	 0.00734	 10483536
3046	 0.00726	 10484332
3048	 0.00720	 10485120
3050	 0.00750	 10482850
3052	 0.00729	 10483620
3054	 0.00736	 10484382
3056	 0.00712	 10485136
3058	 0.00759	 10482824
3060	 0.00724	 10483560
3062	 0.00745	 10484288
3064	 0.00735	 10485008
3066	 0.00754	 10485720
3068	 0.00732	 10483356
3070	 0.00774	 10484050
3072	 0.00752	 10484736
3074	 0.00749	 10485414
3076	 0.00745	 10483008
3078	 0.00735	 10483668
3080	 0.00754	 10484320
3082	 0.00736	 10484964
3084	 0.01329	 10485600
3086	 0.00720	 10483142
3088	 0.00717	 10483760
3090	 0.00723	 10484370
3092	 0.00725	 10484972
3094	 0.00732	 10485566
3096	 0.00731	 10483056
3098	 0.00721	 10483632
3100	 0.00721	 10484200
3102	 0.00724	 10484760
3104	 0.00716	 10485312
3106	 0.00720	 10482750
3108	 0.00717	 10483284
3110	 0.00707	 10483810
3112	 0.00807	 10484328
3114	 0.00728	 10484838
3116	 0.00731	 10485340
3118	 0.00714	 10482716
3120	 0.00736	 10483200
3122	 0.00730	 10483676
3124	 0.00732	 10484144
3126	 0.00714	 10484604
3128	 0.00773	 10485056
3130	 0.00733	 10485500
3132	 0.00730	 10482804
3134	 0.00746	 10483230
3136	 0.00739	 10483648
3138	 0.00772	 10484058
3140	 0.00778	 10484460
3142	 0.00771	 10484854
3144	 0.00734	 10485240
3146	 0.00747	 10485618
3148	 0.00743	 10482840
3150	 0.00744	 10483200
3152	 0.00745	 10483552
3154	 0.00741	 10483896
3156	 0.00743	 10484232
3158	 0.00757	 10484560
3160	 0.00759	 10484880
3162	 0.00736	 10485192
3164	 0.00770	 10485496
3166	 0.00732	 10482626
3168	 0.00746	 10482912
3170	 0.00734	 10483190
3172	 0.00735	 10483460
3174	 0.00747	 10483722
3176	 0.00739	 10483976
3178	 0.00787	 10484222
3180	 0.00738	 10484460
3182	 0.00739	 10484690
3184	 0.00746	 10484912
3186	 0.00750	 10485126
3188	 0.00744	 10485332
3190	 0.00736	 10485530
3192	 0.00755	 10485720
3194	 0.00752	 10482708
3196	 0.00759	 10482880
3198	 0.00737	 10483044
3200	 0.00749	 10483200
3202	 0.00737	 10483348
3204	 0.00748	 10483488
3206	 0.00759	 10483620
3208	 0.00773	 10483744
3210	 0.00748	 10483860
3212	 0.00749	 10483968
3214	 0.00754	 10484068
3216	 0.00734	 10484160
3218	 0.00756	 10484244
3220	 0.00768	 10484320
3222	 0.00755	 10484388
3224	 0.00748	 10484448
3226	 0.00764	 10484500
3228	 0.00763	 10484544
3230	 0.00749	 10484580
3232	 0.00748	 10484608
3234	 0.00736	 10484628
3236	 0.00740	 10484640
3238	 0.00739	 10484644
3240	 0.00745	 10484640
3242	 0.00736	 10484628
3244	 0.00767	 10484608
3246	 0.00750	 10484580
3248	 0.00748	 10484544
3250	 0.00732	 10484500
3252	 0.00750	 10484448
3254	 0.00741	 10484388
3256	 0.00733	 10484320
3258	 0.00746	 10484244
3260	 0.00908	 10484160
3262	 0.00835	 10484068
3264	 0.00742	 10483968
3266	 0.00747	 10483860
3268	 0.00737	 10483744
3270	 0.00739	 10483620
3272	 0.00743	 10483488
3274	 0.00760	 10483348
3276	 0.00747	 10483200
3278	 0.00736	 10483044
3280	 0.00756	 10482880
3282	 0.00743	 10482708
3284	 0.00744	 10482528
3286	 0.00735	 10485626
3288	 0.00741	 10485432
3290	 0.00739	 10485230
3292	 0.00746	 10485020
3294	 0.00756	 10484802
3296	 0.00717	 10484576
3298	 0.00748	 10484342
3300	 0.00742	 10484100
3302	 0.00741	 10483850
3304	 0.00743	 10483592
3306	 0.00783	 10483326
3308	 0.00755	 10483052
3310	 0.00733	 10482770
3312	 0.00738	 10482480
3314	 0.00736	 10485496
3316	 0.00802	 10485192
3318	 0.00726	 10484880
3320	 0.00739	 10484560
3322	 0.00726	 10484232
3324	 0.00730	 10483896
3326	 0.00753	 10483552
3328	 0.00766	 10483200
3330	 0.00730	 10482840
3332	 0.00739	 10482472
3334	 0.00748	 10485430
3336	 0.00735	 10485048
3338	 0.00736	 10484658
3340	 0.00745	 10484260
3342	 0.00744	 10483854
3344	 0.00747	 10483440
3346	 0.00742	 10483018
3348	 0.00764	 10482588
3350	 0.00735	 10485500
3352	 0.00749	 10485056
3354	 0.00739	 10484604
3356	 0.00730	 10484144
3358	 0.00736	 10483676
3360	 0.00740	 10483200
3362	 0.00737	 10482716
3364	 0.00742	 10485588
3366	 0.00839	 10485090
3368	 0.00743	 10484584
3370	 0.00724	 10484070
3372	 0.00731	 10483548
3374	 0.00728	 10483018
3376	 0.00728	 10482480
3378	 0.00749	 10485312
3380	 0.00738	 10484760
3382	 0.00732	 10484200
3384	 0.00722	 10483632
3386	 0.00728	 10483056
3388	 0.00725	 10482472
3390	 0.00724	 10485270
3392	 0.00770	 10484672
3394	 0.00735	 10484066
3396	 0.00735	 10483452
3398	 0.00742	 10482830
3400	 0.00731	 10485600
3402	 0.00732	 10484964
3404	 0.00731	 10484320
3406	 0.00746	 10483668
3408	 0.00733	 10483008
3410	 0.00845	 10485750
3412	 0.00977	 10485076
3414	 0.00739	 10484394
3416	 0.00722	 10483704
3418	 0.00745	 10483006
3420	 0.00746	 10485720
3422	 0.00743	 10485008
3424	 0.00759	 10484288
3426	 0.00744	 10483560
3428	 0.00734	 10482824
3430	 0.00740	 10485510
3432	 0.00742	 10484760
3434	 0.00737	 10484002
3436	 0.00745	 10483236
3438	 0.00753	 10482462
3440	 0.00745	 10485120
3442	 0.00745	 10484332
3444	 0.00748	 10483536
3446	 0.00754	 10482732
3448	 0.00740	 10485368
3450	 0.00738	 10484550
3452	 0.00737	 10483724
3454	 0.00727	 10482890
3456	 0.00769	 10485504
3458	 0.00741	 10484656
3460	 0.00736	 10483800
3462	 0.00755	 10482936
3464	 0.00755	 10485528
3466	 0.00748	 10484650
3468	 0.00737	 10483764
3470	 0.00736	 10482870
3472	 0.00738	 10485440
3474	 0.00752	 10484532
3476	 0.00762	 10483616
3478	 0.00744	 10482692
3480	 0.00733	 10485240
3482	 0.00732	 10484302
3484	 0.00750	 10483356
3486	 0.00726	 10482402
3488	 0.00734	 10484928
3490	 0.00757	 10483960
3492	 0.00741	 10482984
3494	 0.00735	 10485494
3496	 0.00742	 10484504
3498	 0.00732	 10483506
3500	 0.00768	 10482500
3502	 0.00754	 10484988
3504	 0.00749	 10483968
3506	 0.00738	 10482940
3508	 0.00743	 10485412
3510	 0.00750	 10484370
3512	 0.00751	 10483320
3514	 0.00728	 10482262
3516	 0.00749	 10484712
3518	 0.00732	 10483640
3520	 0.00749	 10482560
3522	 0.00740	 10484994
3524	 0.00730	 10483900
3526	 0.00742	 10482798
3528	 0.00772	 10485216
3530	 0.00769	 10484100
3532	 0.00741	 10482976
3534	 0.00759	 10485378
3536	 0.00752	 10484240
3538	 0.00773	 10483094
3540	 0.00741	 10485480
3542	 0.00805	 10484320
3544	 0.00760	 10483152
3546	 0.00768	 10485522
3548	 0.00753	 10484340
3550	 0.00759	 10483150
3552	 0.00764	 10485504
3554	 0.00756	 10484300
3556	 0.00763	 10483088
3558	 0.00771	 10485426
3560	 0.00768	 10484200
3562	 0.00770	 10482966
3564	 0.00773	 10485288
3566	 0.00774	 10484040
3568	 0.00773	 10482784
3570	 0.00768	 10485090
3572	 0.00766	 10483820
3574	 0.00781	 10482542
3576	 0.00767	 10484832
3578	 0.00787	 10483540
3580	 0.00768	 10482240
3582	 0.00790	 10484514
3584	 0.00801	 10483200
3586	 0.00785	 10485464
3588	 0.00772	 10484136
3590	 0.00790	 10482800
3592	 0.00785	 10485048
3594	 0.00791	 10483698
3596	 0.00776	 10482340
3598	 0.00792	 10484572
3600	 0.00779	 10483200
3602	 0.00783	 10485422
3604	 0.00779	 10484036
3606	 0.00778	 10482642
3608	 0.00804	 10484848
3610	 0.00799	 10483440
3612	 0.00789	 10485636
3614	 0.00786	 10484214
3616	 0.00789	 10482784
3618	 0.00781	 10484964
3620	 0.00802	 10483520
3622	 0.00791	 10485690
3624	 0.00823	 10484232
3626	 0.00793	 10482766
3628	 0.00800	 10484920
3630	 0.00794	 10483440
3632	 0.00798	 10485584
3634	 0.00786	 10484090
3636	 0.00790	 10482588
3638	 0.00778	 10484716
3640	 0.00789	 10483200
3642	 0.00780	 10485318
3644	 0.00785	 10483788
3646	 0.00783	 10482250
3648	 0.00833	 10484352
3650	 0.00805	 10482800
3652	 0.00788	 10484892
3654	 0.00800	 10483326
3656	 0.00795	 10485408
3658	 0.00787	 10483828
3660	 0.00800	 10482240
3662	 0.00792	 10484306
3664	 0.00796	 10482704
3666	 0.00792	 10484760
3668	 0.00778	 10483144
3670	 0.00800	 10485190
3672	 0.00791	 10483560
3674	 0.00837	 10485596
3676	 0.00825	 10483952
3678	 0.00795	 10482300
3680	 0.00783	 10484320
3682	 0.00792	 10482654
3684	 0.00785	 10484664
3686	 0.00800	 10482984
3688	 0.00794	 10484984
3690	 0.00799	 10483290
3692	 0.00784	 10485280
3694	 0.00780	 10483572
3696	 0.00792	 10485552
3698	 0.00801	 10483830
3700	 0.00793	 10482100
3702	 0.00783	 10484064
3704	 0.00801	 10482320
3706	 0.00804	 10484274
3708	 0.00785	 10482516
3710	 0.00781	 10484460
3712	 0.00790	 10482688
3714	 0.00791	 10484622
3716	 0.00803	 10482836
3718	 0.00760	 10484760
3720	 0.00768	 10482960
3722	 0.00804	 10484874
3724	 0.00770	 10483060
3726	 0.00785	 10484964
3728	 0.00784	 10483136
3730	 0.00766	 10485030
3732	 0.00773	 10483188
3734	 0.00789	 10485072
3736	 0.00765	 10483216
3738	 0.00771	 10485090
3740	 0.00761	 10483220
3742	 0.00784	 10485084
3744	 0.00761	 10483200
3746	 0.00806	 10485054
3748	 0.00774	 10483156
3750	 0.00782	 10485000
3752	 0.00766	 10483088
3754	 0.00801	 10484922
3756	 0.00762	 10482996
3758	 0.00777	 10484820
3760	 0.00776	 10482880
3762	 0.00767	 10484694
3764	 0.00782	 10482740
3766	 0.00762	 10484544
3768	 0.00827	 10482576
3770	 0.00753	 10484370
3772	 0.00766	 10482388
3774	 0.00757	 10484172
3776	 0.00776	 10482176
3778	 0.00784	 10483950
3780	 0.00779	 10485720
3782	 0.00788	 10483704
3784	 0.00818	 10485464
3786	 0.00764	 10483434
3788	 0.00812	 10485184
3790	 0.00768	 10483140
3792	 0.00771	 10484880
3794	 0.00925	 10482822
3796	 0.00791	 10484552
3798	 0.00778	 10482480
3800	 0.00775	 10484200
3802	 0.00771	 10482114
3804	 0.00760	 10483824
3806	 0.00770	 10485530
3808	 0.00761	 10483424
3810	 0.00779	 10485120
3812	 0.00762	 10483000
3814	 0.00768	 10484686
3816	 0.00764	 10482552
3818	 0.00761	 10484228
3820	 0.00759	 10482080
3822	 0.00774	 10483746
3824	 0.00759	 10485408
3826	 0.00755	 10483240
3828	 0.00774	 10484892
3830	 0.00778	 10482710
3832	 0.00773	 10484352
3834	 0.00745	 10482156
3836	 0.00778	 10483788
3838	 0.00761	 10485416
3840	 0.00761	 10483200
3842	 0.00759	 10484818
3844	 0.00752	 10482588
3846	 0.00758	 10484196
3848	 0.00765	 10481952
3850	 0.00778	 10483550
3852	 0.00764	 10485144
3854	 0.00765	 10482880
3856	 0.00755	 10484464
3858	 0.00766	 10482186
3860	 0.00761	 10483760
3862	 0.00770	 10485330
3864	 0.00768	 10483032
3866	 0.00770	 10484592
3868	 0.00750	 10482280
3870	 0.00757	 10483830
3872	 0.00777	 10485376
3874	 0.00758	 10483044
3876	 0.00786	 10484580
3878	 0.00762	 10482234
3880	 0.00772	 10483760
3882	 0.00753	 10485282
3884	 0.00764	 10482916
3886	 0.00760	 10484428
3888	 0.00885	 10482048
3890	 0.00753	 10483550
3892	 0.00817	 10485048
3894	 0.00768	 10482648
3896	 0.00773	 10484136
3898	 0.00778	 10485620
3900	 0.00776	 10483200
3902	 0.00770	 10484674
3904	 0.00775	 10482240
3906	 0.00774	 10483704
3908	 0.00772	 10485164
3910	 0.00777	 10482710
3912	 0.00795	 10484160
3914	 0.00776	 10485606
3916	 0.00773	 10483132
3918	 0.00767	 10484568
3920	 0.00770	 10482080
3922	 0.00767	 10483506
3924	 0.00774	 10484928
3926	 0.00771	 10482420
3928	 0.00772	 10483832
3930	 0.00775	 10485240
3932	 0.00772	 10482712
3934	 0.01094	 10484110
3936	 0.00790	 10485504
3938	 0.00788	 10482956
3940	 0.00767	 10484340
3942	 0.00764	 10485720
3944	 0.00789	 10483152
3946	 0.00767	 10484522
3948	 0.00773	 10481940
3950	 0.00772	 10483300
3952	 0.00773	 10484656
3954	 0.00759	 10482054
3956	 0.00774	 10483400
3958	 0.00771	 10484742
3960	 0.00776	 10482120
3962	 0.00764	 10483452
3964	 0.00771	 10484780
3966	 0.00769	 10482138
3968	 0.00771	 10483456
3970	 0.00775	 10484770
3972	 0.00767	 10482108
3974	 0.00768	 10483412
3976	 0.00779	 10484712
3978	 0.00795	 10482030
3980	 0.00767	 10483320
3982	 0.00779	 10484606
3984	 0.00777	 10481904
3986	 0.00784	 10483180
3988	 0.00776	 10484452
3990	 0.00778	 10485720
3992	 0.00788	 10482992
3994	 0.00827	 10484250
3996	 0.00773	 10485504
3998	 0.00781	 10482756
4000	 0.00779	 10484000
4002	 0.00781	 10485240
4004	 0.00788	 10482472
